id,segment_risks,label,category,source
minsang_36,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_37,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_38,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_39,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_40,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_41,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_42,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_43,"[1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_44,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_45,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_46,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_47,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_48,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_49,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_50,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_51,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_52,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_53,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_55,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_56,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_57,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_58,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_59,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_60,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_61,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_62,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_63,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_64,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_65,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_66,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_67,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_68,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_69,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_70,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_71,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_72,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_73,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_74,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_75,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_76,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_77,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_78,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_79,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_80,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_81,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_82,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_83,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_84,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_85,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_86,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_87,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_88,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_89,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_90,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_91,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_92,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_93,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_94,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_95,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_96,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_97,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_98,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_99,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_100,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_101,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_102,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_103,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_104,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_105,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_106,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_107,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_108,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_109,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_110,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_111,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_112,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_113,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_114,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_115,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_116,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_117,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_118,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_119,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_120,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_121,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_122,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_123,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_124,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_126,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_127,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_128,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_129,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_130,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_131,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_132,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_133,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_134,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_135,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_136,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_137,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_138,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_139,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_140,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_141,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_142,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_143,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_144,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_145,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_146,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_147,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_148,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_149,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_150,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_151,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_152,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_153,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_154,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_155,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_156,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_157,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_158,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_159,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_160,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_161,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_162,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_163,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_164,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_165,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_166,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_167,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_168,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_169,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_170,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_171,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_172,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_173,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_174,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_175,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_176,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_177,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_178,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_179,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_180,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_181,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_182,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_183,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_184,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_185,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_186,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_187,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_188,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_189,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_190,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_191,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_192,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_193,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_194,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_195,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_196,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_197,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_198,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_199,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_200,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_201,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_202,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_203,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_204,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_205,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_206,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_207,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_208,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_209,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_210,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_211,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_212,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_213,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_214,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_215,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_216,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_217,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_218,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_219,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_220,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_221,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_222,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_223,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_224,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_225,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_226,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_227,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_228,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_229,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_230,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_231,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_232,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_233,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_234,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_235,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_236,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_237,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_238,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_239,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_240,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_241,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_242,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_243,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_244,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_245,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_246,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_247,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_248,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_249,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_250,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_251,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_252,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_253,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_254,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_255,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_256,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_257,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_258,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_259,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_260,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_261,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_262,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_263,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_264,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_265,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_266,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_267,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_268,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_269,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_270,"[1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_271,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_272,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_273,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_274,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_275,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_276,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_277,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_278,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_279,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_280,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_281,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_282,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_283,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
minsang_284,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,A,normal_combined
